date,gig_name,keyword,fiverr_status,fiverr_page,fiverr_position,ddg_status,ddg_position
2026-07-11,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-11,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-11,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-11,full-stack,django website,BLOCKED,,,ERROR,
2026-07-12,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-12,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-12,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-12,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-12,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-12,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-12,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-12,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-12,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-12,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-12,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-12,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-12,full-stack,django website,BLOCKED,,,ERROR,
2026-07-13,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-13,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-13,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-13,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-13,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-13,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-13,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-13,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-13,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-13,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-13,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-13,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-13,full-stack,django website,BLOCKED,,,ERROR,
2026-07-14,ai-vibe-coding,lovable app,BLOCKED,,,ERROR,
2026-07-14,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-14,ai-vibe-coding,ai web app mvp,BLOCKED,,,NOT_FOUND,
2026-07-14,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-14,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-14,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-14,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-14,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-14,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-14,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-14,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-14,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-14,full-stack,django website,BLOCKED,,,ERROR,
2026-07-15,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-15,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-15,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-15,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-15,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-15,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-15,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-15,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-15,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-15,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-15,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-15,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-15,full-stack,django website,BLOCKED,,,ERROR,
2026-07-16,ai-vibe-coding,lovable app,BLOCKED,,,NOT_FOUND,
2026-07-16,ai-vibe-coding,v0 dev,BLOCKED,,,NOT_FOUND,
2026-07-16,ai-vibe-coding,ai web app mvp,BLOCKED,,,ERROR,
2026-07-16,ai-vibe-coding,vibe coding,BLOCKED,,,ERROR,
2026-07-16,ai-vibe-coding,ai website builder,BLOCKED,,,ERROR,
2026-07-16,bug-fix,fix react bugs,BLOCKED,,,ERROR,
2026-07-16,bug-fix,nextjs bug fix,BLOCKED,,,ERROR,
2026-07-16,bug-fix,fix website bugs,BLOCKED,,,ERROR,
2026-07-16,bug-fix,react error fix,BLOCKED,,,ERROR,
2026-07-16,full-stack,nextjs developer,BLOCKED,,,ERROR,
2026-07-16,full-stack,react web app,BLOCKED,,,ERROR,
2026-07-16,full-stack,full stack developer,BLOCKED,,,ERROR,
2026-07-16,full-stack,django website,BLOCKED,,,ERROR,
